Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate
2021-09-30T00:00:00,458817,Oneida,Utica,13501,National Grid,National Grid,2021-04-22T00:00:00,9772,Natural Gas,"1,031",1,Home Performance,Single Family,Building Shell,679,27,295
2021-09-30T00:00:00,434330,Oneida,Annsville,13471,NA,National Grid,2020-03-18T00:00:00,6904,Oil,"2,086",1,Home Performance,Single Family,Building Shell,443,55,1016
2021-09-30T00:00:00,504604,Suffolk,Stony Brook,11790,NA,Long Island Power Authority,2021-08-26T00:00:00,12026,Oil,"1,898",1,Home Performance,Single Family,Building Shell,770,36,883
2021-09-30T00:00:00,500015,Queens,Queens,11368,National Grid,Consolidated Edison,2021-06-10T00:00:00,597,Natural Gas,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,510,1,123
2021-09-30T00:00:00,460218,Jefferson,Carthage,13619,NA,National Grid,2020-08-25T00:00:00,4752,Kerosene,"1,890",1,Home Performance,Mobile,Building Shell,0,22,546
2021-09-30T00:00:00,434755,Saratoga,Ballston Spa,12020,National Grid,National Grid,2020-01-20T00:00:00,8770,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,2727,69,941
2021-09-30T00:00:00,416421,Bronx,Bronx,10453,Consolidated Edison,Consolidated Edison,2019-08-05T00:00:00,5026,Natural Gas,"2,882",1,Home Performance,Single Family,Building Shell,999,32,666
2021-09-30T00:00:00,495863,Queens,Queens,11412,National Grid,Consolidated Edison,2021-04-15T00:00:00,7585,Natural Gas,900,1,Home Performance,Single Family,Building Shell,1372,33,665
2021-09-30T00:00:00,469041,Oswego,Central Square,13036,NA,National Grid,2020-10-20T00:00:00,5591,Kerosene,891,1,Home Performance,Single Family,Building Shell,910,22,451
2021-09-30T00:00:00,456137,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2020-06-16T00:00:00,5877,Natural Gas,"1,310",1,Home Performance,Single Family,Building Shell,0,16,138
2021-09-30T00:00:00,505508,Bronx,Bronx,10472,Consolidated Edison,Consolidated Edison,2021-05-20T00:00:00,528,Natural Gas,"1,178",1,Electric Reduction,Single Family,Building Shell,259,1,67
2021-09-30T00:00:00,405496,Queens,Queens,11365,Consolidated Edison,Consolidated Edison,2019-09-30T00:00:00,5480,Natural Gas,"1,803",1,Home Performance,Single Family,Building Shell,771,24,504
2021-09-30T00:00:00,406135,Kings,Brooklyn,11219,National Grid,Consolidated Edison,2019-06-21T00:00:00,4060,Natural Gas,"2,140",1,Home Performance,Single Family,Building Shell,410,12,228
2021-09-30T00:00:00,485739,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2021-05-11T00:00:00,5125,Natural Gas,"1,560",1,Home Performance,Single Family,Building Shell,1109,19,541
2021-09-30T00:00:00,416784,Erie,Depew,14043,National Fuel Gas Distribution,New York State Electric & Gas,2019-09-03T00:00:00,1371,Natural Gas,"1,961",1,Home Performance,Single Family,Building Shell,510,11,132
2021-09-30T00:00:00,430426,Oneida,Whitesboro,13492,National Grid,National Grid,2019-11-25T00:00:00,416,Natural Gas,"1,560",1,Home Performance,Single Family,Building Shell,107,5,50
2021-09-30T00:00:00,494793,Monroe,Penfield,14526,Rochester Gas & Electric,Rochester Gas & Electric,2021-09-21T00:00:00,3499,Natural Gas,"2,013",1,Home Performance,Single Family,Building Shell,0,15,130
2021-09-30T00:00:00,508177,Monroe,Rochester,14620,Rochester Gas & Electric,Rochester Gas & Electric,2021-09-09T00:00:00,1399,Natural Gas,"1,061",1,Home Performance,Single Family,Building Shell,0,2,16
2021-09-30T00:00:00,468466,Chenango,Greene,13778,NA,New York State Electric & Gas,2021-05-04T00:00:00,1081,Propane,980,1,Home Performance,Mobile,Building Shell,257,9,73
2021-09-30T00:00:00,495049,Madison,Deruyter,13052,New York State Electric & Gas,National Grid,2021-08-24T00:00:00,7922,Natural Gas,994,1,Home Performance,Mobile,Building Shell,340,26,304
2021-09-30T00:00:00,511749,Onondaga,Syracuse,13209,National Grid,Municipal,2021-09-21T00:00:00,9445,Natural Gas,"1,310",1,Home Performance,Single Family,Building Shell,510,75,883
2021-09-30T00:00:00,449481,Queens,Queens,11429,NA,Consolidated Edison,2020-03-25T00:00:00,4658,Oil,"1,564",1,Home Performance,Single Family,Building Shell,1128,26,720
2021-09-30T00:00:00,474759,Albany,Albany,12211,National Grid,National Grid,2020-11-18T00:00:00,9325,Natural Gas,"2,010",1,Home Performance,Single Family,Building Shell,0,41,337
2021-09-30T00:00:00,368485,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2019-07-11T00:00:00,9936,Natural Gas,"1,120",1,Home Performance,Single Family,Building Shell,460,36,408
2021-09-30T00:00:00,478410,Wayne,Sodus,14551,NA,Rochester Gas & Electric,2020-12-10T00:00:00,10297,Other,"2,175",1,Home Performance,Single Family,Building Shell,642,31,551
2021-09-30T00:00:00,372521,Ulster,Kerhonkson,12446,NA,Central Hudson Gas & Electric,2019-08-20T00:00:00,5699,Wood,Report SF less than 800,1,Home Performance,Single Family,Building Shell,107,27,659
2021-09-30T00:00:00,422021,Bronx,The Bronx,10472,Consolidated Edison,Consolidated Edison,2019-08-02T00:00:00,553,Natural Gas,"1,600",1,Electric Reduction,Single Family,Building Shell,368,1,90
2021-09-30T00:00:00,480309,Jefferson,Watertown,13601,National Grid,National Grid,2021-03-02T00:00:00,6287,Natural Gas,"1,365",1,Home Performance,Single Family,Building Shell,510,56,515
2021-09-30T00:00:00,479030,Erie,Lancaster,14086,National Fuel Gas Distribution,New York State Electric & Gas,2021-01-21T00:00:00,2111,Natural Gas,"2,328",1,Home Performance,Single Family,Building Shell,510,8,113
2021-09-30T00:00:00,460017,Onondaga,Syracuse,13206,National Grid,National Grid,2020-06-30T00:00:00,3363,Natural Gas,"1,028",1,Home Performance,Single Family,Building Shell,259,27,247
2021-09-30T00:00:00,460109,Erie,Buffalo,14223,National Fuel Gas Distribution,National Grid,2020-10-22T00:00:00,3267,Natural Gas,"1,350",1,Home Performance,Single Family,Building Shell,368,9,103
2021-09-30T00:00:00,512842,Bronx,Bronx,10462,NA,Consolidated Edison,2021-06-29T00:00:00,563,Other,"1,006",65,Electric Reduction,Single Family,Building Shell,368,1,92
2021-09-30T00:00:00,457932,Wayne,Newark,14513,NA,New York State Electric & Gas,2020-11-10T00:00:00,4919,Propane,"1,800",1,Home Performance,Single Family,Building Shell,443,17,458
2021-09-30T00:00:00,481590,Broome,Binghamton,13905,New York State Electric & Gas,New York State Electric & Gas,2021-05-20T00:00:00,10141,Natural Gas,"2,046",1,Home Performance,Single Family,Building Shell,510,62,647
2021-09-30T00:00:00,471355,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2020-10-13T00:00:00,5978,Natural Gas,"1,320",1,Home Performance,Single Family,Building Shell,645,41,365
2021-09-30T00:00:00,462177,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2020-07-21T00:00:00,7041,Natural Gas,"1,400",1,Home Performance,Single Family,Building Shell,1040,40,404
2021-09-30T00:00:00,400199,Wayne,Wolcott,14590,NA,Rochester Gas & Electric,2019-07-02T00:00:00,5859,Wood,858,1,Home Performance,Mobile,Building Shell,510,22,662
2021-09-30T00:00:00,401667,Erie,Buffalo,14211,National Fuel Gas Distribution,National Grid,2019-12-03T00:00:00,2595,Natural Gas,"2,376",1,Home Performance,Single Family,Building Shell,301,39,320
2021-09-30T00:00:00,433051,Erie,Buffalo,14221,National Fuel Gas Distribution,National Grid,2020-01-28T00:00:00,8327,Natural Gas,"1,920",1,Home Performance,Single Family,Building Shell,710,76,635
2021-09-30T00:00:00,396996,Dutchess,Staatsburg,12580,NA,Central Hudson Gas & Electric,2019-10-14T00:00:00,2455,Oil,"1,504",1,Home Performance,Single Family,Building Shell,510,11,277
2021-09-30T00:00:00,493619,Westchester,Rye Brook,10573,Consolidated Edison,Consolidated Edison,2021-07-20T00:00:00,6935,Natural Gas,"1,900",1,Home Performance,Single Family,Building Shell,0,47,557
2021-09-30T00:00:00,422399,Queens,Queens,11413,National Grid,Consolidated Edison,2019-08-29T00:00:00,7734,Natural Gas,825,1,Home Performance,Single Family,Building Shell,0,78,884
2021-09-30T00:00:00,416448,Suffolk,Riverhead,11901,NA,Long Island Power Authority,2020-08-13T00:00:00,4338,Natural Gas,"1,375",1,Home Performance,Single Family,Building Shell,368,8,168
2021-09-30T00:00:00,496903,Chemung,Pine City,14871,NA,New York State Electric & Gas,2021-08-26T00:00:00,34260,Wood,"1,768",1,Home Performance,Single Family,Building Shell,2859,199,2209
2021-09-30T00:00:00,425809,Westchester,Pound Ridge,10576,New York State Electric & Gas,New York State Electric & Gas,2019-09-30T00:00:00,10283,Electric,"2,280",1,Home Performance,Single Family,Building Shell,84,66,1293
2021-09-30T00:00:00,497657,Genesee,Batavia,14020,National Fuel Gas Distribution,National Grid,2021-07-22T00:00:00,7186,Natural Gas,"3,408",1,Home Performance,Single Family,Building Shell,510,19,230
2021-09-30T00:00:00,399815,Herkimer,Ilion,13357,NA,National Grid,2019-08-20T00:00:00,1981,Propane,"1,952",1,Home Performance,Mobile,Building Shell,477,8,237
2021-09-30T00:00:00,407504,Queens,Queens,11420,National Grid,Consolidated Edison,2019-09-03T00:00:00,7712,Natural Gas,"2,167",1,Home Performance,Single Family,Building Shell,764,45,684
2021-09-30T00:00:00,404978,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2019-09-16T00:00:00,7047,Natural Gas,"1,512",1,Home Performance,Single Family,Building Shell,0,17,162
2021-09-30T00:00:00,505413,Kings,Brooklyn,11235,Consolidated Edison,Consolidated Edison,2021-05-18T00:00:00,419,Natural Gas,"1,690",1,Electric Reduction,Single Family,Building Shell,368,1,92
2021-09-30T00:00:00,452261,Ontario,Canandaigua,14424,New York State Electric & Gas,Rochester Gas & Electric,2020-12-29T00:00:00,4372,Natural Gas,"1,416",1,Home Performance,Single Family,Building Shell,410,20,235
2021-09-30T00:00:00,361210,Onondaga,Syracuse,13204,National Grid,National Grid,2019-11-22T00:00:00,3944,Natural Gas,"1,056",1,Home Performance,Single Family,Building Shell,443,27,306
2021-09-30T00:00:00,424543,Erie,Buffalo,14227,National Fuel Gas Distribution,New York State Electric & Gas,2019-11-07T00:00:00,1117,Natural Gas,"1,050",1,Home Performance,Single Family,Building Shell,368,6,66
2021-09-30T00:00:00,437852,Cayuga,Auburn,13021,New York State Electric & Gas,New York State Electric & Gas,2019-12-06T00:00:00,6878,Natural Gas,924,1,Home Performance,Mobile,Building Shell,510,29,327
2021-09-30T00:00:00,482022,Herkimer,German Flatts,13407,NA,New York State Electric & Gas,2021-03-23T00:00:00,7364,Oil,"1,086",1,Home Performance,Single Family,Building Shell,149,73,1296
2021-09-30T00:00:00,459503,Monroe,Rochester,14607,Rochester Gas & Electric,Rochester Gas & Electric,2020-12-10T00:00:00,3195,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,343,25,232
2021-09-30T00:00:00,409827,Orleans,Albion,14411,New York State Electric & Gas,National Grid,2019-06-28T00:00:00,369,Natural Gas,"1,200",1,Electric Reduction,Mobile,Building Shell,343,0,38
2021-09-30T00:00:00,501926,New York,New York,10026,NA,Consolidated Edison,2021-08-10T00:00:00,12361,Oil,"3,200",1,Home Performance,Single Family,Building Shell,510,82,1704
2021-09-30T00:00:00,472089,Erie,Buffalo,14220,National Fuel Gas Distribution,National Grid,2021-05-06T00:00:00,2246,Natural Gas,"1,372",1,Home Performance,Single Family,Building Shell,0,8,56
2021-09-30T00:00:00,415313,Queens,Queens,11355,Consolidated Edison,Consolidated Edison,2019-08-26T00:00:00,6319,Natural Gas,"2,900",1,Home Performance,Single Family,Building Shell,984,46,863
2021-09-30T00:00:00,467628,Monroe,East Rochester,14445,Rochester Gas & Electric,Rochester Gas & Electric,2020-10-02T00:00:00,749,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,343,2,47
2021-09-30T00:00:00,458384,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2020-08-18T00:00:00,4764,Natural Gas,"1,335",1,Home Performance,Single Family,Building Shell,0,12,99
2021-09-30T00:00:00,435932,Oneida,Sauquoit,13456,NA,National Grid,2020-06-04T00:00:00,6556,Propane,"1,269",1,Home Performance,Mobile,Building Shell,368,18,487
2021-09-30T00:00:00,456986,Niagara,Niagara Falls,14303,National Fuel Gas Distribution,National Grid,2020-06-11T00:00:00,9012,Natural Gas,"1,500",1,Home Performance,Single Family,Building Shell,727,74,622
2021-09-30T00:00:00,454196,Erie,Alden,14004,National Fuel Gas Distribution,New York State Electric & Gas,2020-02-10T00:00:00,5481,Natural Gas,980,1,Home Performance,Mobile,Building Shell,301,23,201
2021-09-30T00:00:00,434650,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2020-01-06T00:00:00,8703,Natural Gas,"1,380",1,Home Performance,Single Family,Building Shell,510,58,771
2021-09-30T00:00:00,441439,Cattaraugus,Conewango Valley,14726,NA,New York State Electric & Gas,2020-01-28T00:00:00,9943,Oil,"2,960",1,Home Performance,Single Family,Building Shell,0,80,1757
2021-09-30T00:00:00,477639,Oneida,Clinton,13323,National Grid,National Grid,2021-05-06T00:00:00,6997,Natural Gas,"1,553",1,Home Performance,Single Family,Building Shell,510,26,266
2021-09-30T00:00:00,479546,Chautauqua,Jamestown,14701,National Fuel Gas Distribution,Municipal,2021-01-14T00:00:00,9192,Natural Gas,"1,162",1,Home Performance,Single Family,Building Shell,0,61,450
2021-09-30T00:00:00,402775,Monroe,Rochester,14620,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-30T00:00:00,6397,Natural Gas,"1,280",1,Home Performance,Single Family,Building Shell,368,33,309
2021-09-30T00:00:00,483323,Oneida,Oriskany,13424,National Grid,National Grid,2021-06-15T00:00:00,3149,Natural Gas,"1,152",1,Home Performance,Single Family,Building Shell,0,22,181
2021-09-30T00:00:00,455422,Onondaga,Minoa,13116,National Grid,National Grid,2020-03-03T00:00:00,7402,Natural Gas,"1,400",1,Home Performance,Single Family,Building Shell,910,29,337
2021-09-30T00:00:00,470277,Herkimer,Cold Brook,13324,NA,National Grid,2021-02-18T00:00:00,5485,Oil,"1,588",1,Home Performance,Single Family,Building Shell,510,8,188
2021-09-30T00:00:00,472412,Westchester,Valhalla,10595,NA,Consolidated Edison,2021-02-16T00:00:00,4465,Oil,"1,325",1,Home Performance,Single Family,Building Shell,301,41,849
2021-09-30T00:00:00,499191,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2021-06-22T00:00:00,9778,Natural Gas,"1,280",1,Home Performance,Single Family,Building Shell,343,28,390
2021-09-30T00:00:00,472655,Queens,Queens,11411,National Grid,Consolidated Edison,2021-01-19T00:00:00,6517,Natural Gas,"1,292",1,Home Performance,Single Family,Building Shell,847,32,553
2021-09-30T00:00:00,395828,Rockland,Nanuet,10954,Orange & Rockland,Orange & Rockland,2019-11-18T00:00:00,1973,Natural Gas,"2,160",1,Home Performance,Single Family,Building Shell,663,16,299
2021-09-30T00:00:00,514319,Columbia,Hudson,12534,NA,National Grid,2021-09-14T00:00:00,2304,Kerosene,"1,079",1,Home Performance,Mobile,Building Shell,675,41,306
2021-09-30T00:00:00,478937,Broome,Chenango Forks,13746,NA,New York State Electric & Gas,2020-11-03T00:00:00,2368,Coal,"2,384",1,Home Performance,Single Family,Building Shell,0,32,317
2021-09-30T00:00:00,511178,Oswego,New Haven,13121,NA,National Grid,2021-07-22T00:00:00,1019,Propane,"1,176",1,Home Performance,Single Family,Building Shell,705,4,191
2021-09-30T00:00:00,500327,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2021-06-24T00:00:00,8607,Natural Gas,910,1,Home Performance,Single Family,Building Shell,510,45,445
2021-09-30T00:00:00,457385,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-01-12T00:00:00,6938,Natural Gas,"3,982",1,Home Performance,Single Family,Building Shell,1029,34,612
2021-09-30T00:00:00,495888,Erie,Buffalo,14208,National Fuel Gas Distribution,National Grid,2021-06-29T00:00:00,6911,Natural Gas,"1,749",1,Home Performance,Single Family,Building Shell,610,33,288
2021-09-30T00:00:00,470456,Orleans,Albion,14411,NA,National Grid,2021-06-24T00:00:00,7060,Oil,"1,650",1,Home Performance,Single Family,Building Shell,610,38,801
2021-09-30T00:00:00,417104,Erie,West Seneca,14224,National Fuel Gas Distribution,New York State Electric & Gas,2019-10-21T00:00:00,1447,Natural Gas,"1,263",1,Home Performance,Single Family,Building Shell,0,7,48
2021-09-30T00:00:00,490446,Cattaraugus,Franklinville,14737,National Fuel Gas Distribution,National Grid,2021-05-04T00:00:00,3051,Natural Gas,"1,728",1,Home Performance,Single Family,Building Shell,510,5,108
2021-09-30T00:00:00,442543,Oneida,New Hartford,13413,National Grid,National Grid,2020-04-16T00:00:00,3764,Natural Gas,840,1,Electric Reduction,Single Family,Building Shell,410,13,150
2021-09-30T00:00:00,455571,Monroe,Rochester,14610,Rochester Gas & Electric,Rochester Gas & Electric,2020-11-03T00:00:00,1664,Natural Gas,"1,258",1,Home Performance,Single Family,Building Shell,510,6,101
2021-09-30T00:00:00,425164,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2019-11-25T00:00:00,5660,Natural Gas,"3,200",1,Home Performance,Single Family,Building Shell,253,23,317
2021-09-30T00:00:00,449479,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-21T00:00:00,2231,Natural Gas,"1,973",1,Home Performance,Single Family,Building Shell,510,18,199
2021-09-30T00:00:00,416324,Onondaga,Syracuse,13207,National Grid,National Grid,2019-08-09T00:00:00,5973,Natural Gas,"1,636",1,Home Performance,Single Family,Building Shell,0,32,261
2021-09-30T00:00:00,432333,Oneida,Vernon,13476,NA,National Grid,2020-09-15T00:00:00,7562,Propane,"1,200",1,Home Performance,Single Family,Building Shell,510,64,1818
2021-09-30T00:00:00,471724,Monroe,Webster,14580,Rochester Gas & Electric,Rochester Gas & Electric,2020-09-29T00:00:00,7372,Natural Gas,810,1,Home Performance,Single Family,Building Shell,0,29,243
2021-09-30T00:00:00,369771,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2019-07-08T00:00:00,5560,Natural Gas,"1,158",1,Home Performance,Single Family,Building Shell,368,30,353
2021-09-30T00:00:00,512537,Herkimer,Ilion,13357,NA,National Grid,2021-08-19T00:00:00,9596,Propane,"1,094",1,Home Performance,Mobile,Building Shell,510,23,704
2021-09-30T00:00:00,440278,Monroe,Irondequoit,14622,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-04T00:00:00,4508,Natural Gas,"1,699",1,Home Performance,Single Family,Building Shell,510,20,216
2021-09-30T00:00:00,478248,Chemung,Elmira,14904,New York State Electric & Gas,New York State Electric & Gas,2021-08-26T00:00:00,6352,Natural Gas,952,1,Home Performance,Mobile,Building Shell,469,16,196
2021-09-30T00:00:00,512402,Saratoga,Saratoga Springs,12866,NA,National Grid,2021-07-15T00:00:00,10625,Propane,"1,568",1,Home Performance,Mobile,Building Shell,1060,25,604
2021-09-30T00:00:00,504842,Oneida,Rome,13440,NA,National Grid,2021-09-14T00:00:00,9088,Propane,"1,700",1,Home Performance,Single Family,Building Shell,54,29,820
2021-09-30T00:00:00,440742,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-14T00:00:00,1879,Natural Gas,"1,353",1,Home Performance,Single Family,Building Shell,368,13,143
2021-09-30T00:00:00,475752,Wayne,Williamson,14589,Rochester Gas & Electric,Rochester Gas & Electric,2020-10-22T00:00:00,4257,Natural Gas,946,1,Home Performance,Single Family,Building Shell,612,19,216
2021-09-30T00:00:00,480684,Madison,Munnsville,13409,NA,National Grid,2021-06-22T00:00:00,8747,Propane,"1,664",1,Home Performance,Single Family,Building Shell,510,27,717
2021-09-30T00:00:00,485298,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2021-03-09T00:00:00,8794,Natural Gas,"1,152",1,Home Performance,Single Family,Building Shell,510,73,660
2021-09-30T00:00:00,464378,Herkimer,West Winfield,13491,NA,New York State Electric & Gas,2021-01-26T00:00:00,6590,Propane,"1,792",1,Home Performance,Mobile,Building Shell,660,18,517
2021-09-30T00:00:00,497851,Erie,West Seneca,14224,National Fuel Gas Distribution,New York State Electric & Gas,2021-05-20T00:00:00,3834,Natural Gas,960,1,Home Performance,Single Family,Building Shell,158,16,158
2021-09-30T00:00:00,429028,Livingston,Nunda,14517,New York State Electric & Gas,Rochester Gas & Electric,2020-01-27T00:00:00,3510,Natural Gas,"1,950",1,Home Performance,Single Family,Building Shell,0,13,124
2021-09-30T00:00:00,479240,Monroe,Rochester,14623,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-26T00:00:00,6955,Natural Gas,"1,560",1,Home Performance,Single Family,Building Shell,510,21,226
2021-09-30T00:00:00,480656,Onondaga,Syracuse,13205,National Grid,National Grid,2021-04-29T00:00:00,6634,Natural Gas,"1,008",1,Home Performance,Single Family,Building Shell,0,73,600
2021-09-30T00:00:00,461030,Franklin,Moira,12957,NA,National Grid,2020-07-27T00:00:00,5022,Kerosene,938,1,Home Performance,Mobile,Building Shell,0,15,351
2021-09-30T00:00:00,432319,Oneida,Utica,13502,National Grid,National Grid,2020-06-11T00:00:00,8221,Natural Gas,"1,613",1,Home Performance,Single Family,Building Shell,0,52,428
2021-09-30T00:00:00,460859,Suffolk,Lindenhurst,11757,National Grid,Long Island Power Authority,2021-01-28T00:00:00,5560,Natural Gas,"2,945",1,Home Performance,Single Family,Building Shell,0,25,210
2021-09-30T00:00:00,481057,Tompkins,Ithaca,14850,NA,New York State Electric & Gas,2020-12-29T00:00:00,6196,Kerosene,"1,064",1,Home Performance,Mobile,Building Shell,301,27,643
2021-09-30T00:00:00,516717,Cattaraugus,Delevan,14042,National Fuel Gas Distribution,National Grid,2021-09-23T00:00:00,2069,Natural Gas,"1,092",1,Home Performance,Single Family,Building Shell,510,10,147
2021-09-30T00:00:00,420736,Bronx,The Bronx,10453,Consolidated Edison,Consolidated Edison,2019-09-16T00:00:00,6264,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,510,35,602
2021-09-30T00:00:00,499360,Niagara,Niagara Falls,14304,National Fuel Gas Distribution,National Grid,2021-06-24T00:00:00,442,Natural Gas,"1,248",1,Home Performance,Mobile,Building Shell,0,4,35
2021-09-30T00:00:00,426878,Saratoga,Clifton Park,12065,National Grid,National Grid,2020-01-07T00:00:00,4867,Natural Gas,"1,260",1,Electric Reduction,Single Family,Building Shell,7294,-24,565
2021-09-30T00:00:00,475052,Dutchess,Poughkeepsie,12603,NA,Central Hudson Gas & Electric,2021-01-14T00:00:00,6758,Oil,"1,085",1,Home Performance,Single Family,Building Shell,0,25,351
2021-09-30T00:00:00,470450,Oswego,Hastings,13076,NA,National Grid,2021-02-02T00:00:00,9463,Kerosene,"1,064",1,Home Performance,Mobile,Building Shell,0,20,291
2021-09-30T00:00:00,440193,Orange,Montgomery,12549,NA,New York State Electric & Gas,2020-02-10T00:00:00,6288,Oil,"1,050",1,Home Performance,Single Family,Building Shell,410,33,753
2021-09-30T00:00:00,377904,Onondaga,Syracuse,13208,National Grid,National Grid,2019-07-08T00:00:00,4178,Natural Gas,"1,432",1,Home Performance,Single Family,Building Shell,0,20,179
2021-09-30T00:00:00,417506,Bronx,Bronx,10456,National Grid,Consolidated Edison,2019-08-06T00:00:00,454,Natural Gas,"1,146",1,Electric Reduction,Single Family,Building Shell,410,0,95
2021-09-30T00:00:00,450125,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-25T00:00:00,3576,Natural Gas,919,1,Home Performance,Single Family,Building Shell,510,35,343
2021-09-30T00:00:00,407222,Oneida,Utica,13502,National Grid,National Grid,2019-07-02T00:00:00,4977,Natural Gas,"1,232",1,Home Performance,Single Family,Building Shell,158,31,274
2021-09-30T00:00:00,415511,Cattaraugus,Little Valley,14755,National Fuel Gas Distribution,Municipal,2019-09-23T00:00:00,1245,Natural Gas,"1,150",1,Home Performance,Single Family,Building Shell,2445,6,217
2021-09-30T00:00:00,481661,Broome,Johnson City,13790,NA,New York State Electric & Gas,2021-02-11T00:00:00,5036,Oil,"1,493",1,Home Performance,Single Family,Building Shell,0,17,305
2021-09-30T00:00:00,500829,Madison,Oneida,13421,National Grid,National Grid,2021-08-26T00:00:00,11881,Natural Gas,"2,892",1,Home Performance,Single Family,Building Shell,510,34,438
2021-09-30T00:00:00,449180,Oneida,Utica,13501,National Grid,National Grid,2021-01-12T00:00:00,7960,Natural Gas,"1,482",1,Home Performance,Single Family,Building Shell,426,21,220
2021-09-30T00:00:00,453379,Franklin,Saranac Lake,12983,NA,National Grid,2020-07-09T00:00:00,7112,Other,"1,614",1,Home Performance,Single Family,Building Shell,327,27,661
2021-09-30T00:00:00,465239,Erie,buffalo,14223,National Fuel Gas Distribution,National Grid,2020-08-18T00:00:00,3541,Natural Gas,"1,890",1,Home Performance,Single Family,Building Shell,510,15,166
2021-09-30T00:00:00,502457,Steuben,Canisteo,14823,NA,Municipal,2021-09-30T00:00:00,6676,Propane,872,1,Home Performance,Mobile,Building Shell,500,76,1769
2021-09-30T00:00:00,392831,Rensselaer,Troy,12182,National Grid,National Grid,2019-08-29T00:00:00,4358,Natural Gas,"1,252",1,Home Performance,Single Family,Building Shell,510,22,235
2021-09-30T00:00:00,433858,Orange,Middletown,10940,NA,Orange & Rockland,2020-02-28T00:00:00,9078,Propane,"3,732",1,Home Performance,Single Family,Building Shell,1043,57,186
2021-09-30T00:00:00,483592,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2021-05-04T00:00:00,7181,Natural Gas,"1,403",1,Home Performance,Single Family,Building Shell,494,38,325
2021-09-30T00:00:00,457361,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2020-08-11T00:00:00,722,Natural Gas,"1,391",1,Home Performance,Single Family,Building Shell,764,4,103
2021-09-30T00:00:00,444060,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2020-12-29T00:00:00,5892,Natural Gas,882,1,Home Performance,Mobile,Building Shell,301,33,343
2021-09-30T00:00:00,421721,Erie,Buffalo,14212,National Fuel Gas Distribution,National Grid,2019-10-31T00:00:00,7545,Natural Gas,"1,930",1,Home Performance,Single Family,Building Shell,158,64,485
2021-09-30T00:00:00,477648,Ontario,Clifton Springs,14432,New York State Electric & Gas,New York State Electric & Gas,2020-12-17T00:00:00,7485,Natural Gas,938,1,Home Performance,Single Family,Building Shell,542,21,260
2021-09-30T00:00:00,475712,Broome,Binghamton,13901,New York State Electric & Gas,New York State Electric & Gas,2020-12-15T00:00:00,4422,Natural Gas,Report SF less than 800,1,Home Performance,Mobile,Building Shell,696,13,197
2021-09-30T00:00:00,427726,Queens,Queens,11429,National Grid,Consolidated Edison,2020-01-06T00:00:00,4999,Oil,"1,980",1,Home Performance,Single Family,Building Shell,552,36,838
2021-09-30T00:00:00,411627,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-28T00:00:00,7782,Natural Gas,"1,400",1,Home Performance,Single Family,Building Shell,510,54,504
2021-09-30T00:00:00,471601,Onondaga,Syracuse,13219,National Grid,National Grid,2020-10-08T00:00:00,1926,Natural Gas,864,1,Home Performance,Single Family,Building Shell,477,8,119
