Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate
2022-04-30T00:00:00,480211,Richmond,Staten Island,10306,National Grid,Consolidated Edison,2021-01-21T00:00:00,4140,Natural Gas,"1,050",1,Home Performance,Single Family,Building Shell,510,8,202
2022-04-30T00:00:00,480672,Monroe,Fairport,14450,Rochester Gas & Electric,Municipal,2021-01-21T00:00:00,5141,Natural Gas,"1,854",1,Home Performance,Single Family,Building Shell,0,20,165
2022-04-30T00:00:00,487091,Wayne,Ontario,14519,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-21T00:00:00,7584,Natural Gas,924,1,Home Performance,Mobile,Building Shell,390,22,224
2022-04-30T00:00:00,470531,Nassau,Freeport,11520,NA,Municipal,2021-01-21T00:00:00,3990,Oil,"1,144",1,Home Performance,Single Family,Building Shell,0,8,195
2022-04-30T00:00:00,480906,Bronx,The Bronx,10457,Consolidated Edison,Consolidated Edison,2021-01-21T00:00:00,4469,Natural Gas,"2,598",1,Home Performance,Single Family,Heating and Cooling,0,18,204
2022-04-30T00:00:00,482859,Erie,Buffalo,14223,National Fuel Gas Distribution,National Grid,2021-01-21T00:00:00,5451,Natural Gas,"1,482",1,Home Performance,Single Family,Building Shell,0,22,160
2022-04-30T00:00:00,478566,Monroe,Rochester,14605,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-21T00:00:00,5129,Natural Gas,"1,280",1,Home Performance,Single Family,Building Shell,510,24,254
2022-04-30T00:00:00,469829,Monroe,Rochester,14624,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-21T00:00:00,6916,Natural Gas,"1,460",1,Home Performance,Single Family,Building Shell,393,22,219
2022-04-30T00:00:00,465293,Broome,Windsor,13865,NA,New York State Electric & Gas,2021-01-19T00:00:00,9890,Propane,"1,036",1,Home Performance,Mobile,Building Shell,1042,20,471
2021-09-30T00:00:00,425594,Oneida,Utica,13502,NA,National Grid,2020-03-10T00:00:00,8514,Propane,"1,125",1,Home Performance,Mobile,Building Shell,595,22,586
2021-09-30T00:00:00,426143,Erie,Cheektowaga,14215,National Fuel Gas Distribution,National Grid,2020-03-10T00:00:00,4522,Natural Gas,"1,832",1,Home Performance,Single Family,Building Shell,0,33,245
2021-09-30T00:00:00,415889,Tompkins,Ithaca,14850,New York State Electric & Gas,New York State Electric & Gas,2020-03-10T00:00:00,7159,Natural Gas,"1,982",1,Home Performance,Single Family,Building Shell,0,21,205
2021-09-30T00:00:00,438893,Broome,Binghamton,13903,New York State Electric & Gas,New York State Electric & Gas,2020-03-10T00:00:00,4919,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,393,10,134
2021-09-30T00:00:00,430607,Onondaga,Syracuse,13212,NA,National Grid,2020-03-06T00:00:00,6050,Natural Gas,"1,905",1,Home Performance,Single Family,Building Shell,637,22,250
2022-04-30T00:00:00,472043,Herkimer,Schuyler,13340,NA,National Grid,2020-12-08T00:00:00,3810,Oil,"2,346",1,Home Performance,Single Family,Building Shell,510,12,257
2022-04-30T00:00:00,461969,Oneida,Rome,13440,NA,National Grid,2020-11-12T00:00:00,12025,Oil,"1,568",1,Home Performance,Single Family,Building Shell,301,68,1232
2022-04-30T00:00:00,467018,Oneida,Sherrill,13461,NA,Municipal,2020-11-12T00:00:00,6841,Oil,"1,204",1,Home Performance,Single Family,Building Shell,0,23,410
2022-04-30T00:00:00,470714,Rensselaer,Grafton,12082,NA,National Grid,2020-10-08T00:00:00,6515,Kerosene,924,1,Home Performance,Mobile,Building Shell,0,20,443
2022-04-30T00:00:00,469659,Saratoga,Ballston Spa,12020,NA,National Grid,2020-10-06T00:00:00,11179,Oil,"2,832",1,Home Performance,Single Family,Building Shell,301,67,1332
2022-04-30T00:00:00,454519,Wayne,Macedon,14502,NA,Rochester Gas & Electric,2020-09-22T00:00:00,7718,Wood,"1,239",1,Home Performance,Mobile,Building Shell,5345,-8,981
2021-09-30T00:00:00,420386,Oneida,Ava,13303,NA,National Grid,2019-11-18T00:00:00,6923,Oil,"1,064",1,Home Performance,Single Family,Building Shell,443,8,271
2022-04-30T00:00:00,458836,Cortland,Cortland,13045,NA,National Grid,2020-09-08T00:00:00,5124,Propane,845,1,Home Performance,Mobile,Building Shell,0,24,632
2021-09-30T00:00:00,422673,Westchester,Cortlandt,10567,NA,Consolidated Edison,2019-11-11T00:00:00,7442,Oil,"1,944",1,Home Performance,Single Family,Building Shell,464,27,617
2022-04-30T00:00:00,461994,Warren,Athol,12810,NA,National Grid,2020-08-27T00:00:00,6798,Oil,"1,260",1,Home Performance,Single Family,Building Shell,615,40,782
2021-09-30T00:00:00,399847,Oswego,Fulton,13069,NA,National Grid,2019-10-25T00:00:00,9732,Pellets,"2,560",1,Home Performance,Single Family,Building Shell,510,39,648
2022-04-30T00:00:00,465091,Herkimer,Poland,13431,NA,National Grid,2020-08-11T00:00:00,5140,Propane,924,1,Home Performance,Mobile,Building Shell,585,13,412
2022-04-30T00:00:00,444576,Fulton,Stratford,13470,NA,National Grid,2020-07-30T00:00:00,2799,Oil,"2,120",1,Home Performance,Single Family,Building Shell,795,14,318
2021-09-30T00:00:00,406860,Oneida,Utica,13501,National Grid,National Grid,2019-10-10T00:00:00,10339,Natural Gas,"2,390",1,Home Performance,Single Family,Building Shell,740,91,820
2021-09-30T00:00:00,424659,Tioga,Owego,13827,NA,New York State Electric & Gas,2019-10-10T00:00:00,3208,Propane,864,1,Home Performance,Single Family,Building Shell,0,12,352
2021-09-30T00:00:00,408036,Albany,Albany,12205,NA,National Grid,2019-09-30T00:00:00,5374,Oil,"1,014",1,Home Performance,Single Family,Building Shell,494,23,459
2021-09-30T00:00:00,404975,Westchester,Millwood,10546,NA,Consolidated Edison,2019-09-03T00:00:00,4435,Oil,"1,886",1,Home Performance,Single Family,Building Shell,1186,8,490
2022-04-30T00:00:00,439970,Oneida,Utica,13502,National Grid,National Grid,2020-03-18T00:00:00,4721,Natural Gas,882,1,Home Performance,Single Family,Building Shell,0,17,143
2022-04-30T00:00:00,453981,Oswego,Fulton,13069,NA,National Grid,2020-02-25T00:00:00,7285,Propane,910,1,Home Performance,Mobile,Building Shell,259,61,1486
2022-04-30T00:00:00,446208,Jefferson,Adams,13605,NA,National Grid,2020-02-25T00:00:00,4965,Wood,"1,842",1,Home Performance,Mobile,Building Shell,0,16,189
2021-09-30T00:00:00,406888,Oneida,Rome,13440,National Grid,National Grid,2019-08-05T00:00:00,5722,Natural Gas,"1,248",1,Home Performance,Mobile,Building Shell,1025,34,386
2022-04-30T00:00:00,436675,Onondaga,Syracuse,13208,National Grid,National Grid,2020-02-18T00:00:00,4538,Natural Gas,"1,278",1,Home Performance,Single Family,Building Shell,0,34,285
2022-04-30T00:00:00,452037,Oswego,Fulton,13069,NA,National Grid,2020-02-07T00:00:00,5435,Other,"1,064",1,Home Performance,Mobile,Building Shell,510,14,432
2021-09-30T00:00:00,413886,Chemung,Lowman,14861,NA,New York State Electric & Gas,2019-07-11T00:00:00,5312,Propane,"1,120",1,Home Performance,Mobile,Building Shell,0,15,356
2022-04-30T00:00:00,448782,Delaware,Delhi,13753,NA,New York State Electric & Gas,2020-01-28T00:00:00,1728,Oil,"2,020",1,Home Performance,Single Family,Heating and Cooling,0,6,103
2021-09-30T00:00:00,377456,Otsego,Otego,13825,NA,Municipal,2019-07-08T00:00:00,4079,Propane,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,12,262
2022-04-30T00:00:00,421617,Oneida,Clinton,13323,NA,National Grid,2020-01-21T00:00:00,7457,Oil,"3,525",1,Home Performance,Single Family,Building Shell,510,51,1029
2022-04-30T00:00:00,434093,Dutchess,Millerton,12546,NA,Central Hudson Gas & Electric,2020-01-21T00:00:00,6428,Oil,"1,855",1,Home Performance,Single Family,Building Shell,752,24,537
2022-04-30T00:00:00,439927,Saratoga,Corinth,12822,NA,National Grid,2020-01-13T00:00:00,10916,Oil,"2,066",1,Home Performance,Single Family,Building Shell,400,31,589
2021-09-30T00:00:00,412360,Wayne,Lyons,14489,NA,New York State Electric & Gas,2019-06-11T00:00:00,5322,Propane,"1,028",1,Home Performance,Mobile,Building Shell,410,18,472
2022-04-30T00:00:00,427637,Warren,Queensbury,12804,NA,National Grid,2019-12-24T00:00:00,3979,Oil,"2,180",1,Home Performance,Single Family,Building Shell,510,19,326
2021-09-30T00:00:00,327342,Herkimer,Ilion,13357,National Grid,Municipal,2018-01-19T00:00:00,6285,Natural Gas,"1,452",1,Home Performance,Single Family,Building Shell,0,59,536
2022-04-30T00:00:00,380860,Putnam,Patterson,12563,NA,New York State Electric & Gas,2019-12-03T00:00:00,2754,Oil,"3,024",1,Home Performance,Single Family,Building Shell,510,13,303
2022-04-30T00:00:00,429809,Queens,Queens,11369,NA,Consolidated Edison,2019-11-18T00:00:00,7762,Oil,"1,216",1,Home Performance,Single Family,Building Shell,510,41,929
2021-09-30T00:00:00,378629,Jefferson,Antwerp,13608,NA,National Grid,2019-05-06T00:00:00,1849,Propane,"1,080",1,Home Performance,Mobile,Building Shell,569,16,413
2022-04-30T00:00:00,382581,Wayne,Newark,14513,NA,National Grid,2019-10-31T00:00:00,2087,Propane,"1,740",1,Home Performance,Single Family,Building Shell,510,6,190
2021-09-30T00:00:00,393957,Herkimer,Ilion,13357,NA,National Grid,2019-04-25T00:00:00,9994,Propane,"1,344",1,Home Performance,Mobile,Building Shell,494,27,700
2022-04-30T00:00:00,417816,Oneida,Lee Center,13363,NA,National Grid,2019-10-17T00:00:00,6713,Other,858,1,Home Performance,Mobile,Building Shell,0,25,507
2021-09-30T00:00:00,383017,Fulton,St Johnsville,13452,NA,National Grid,2019-04-11T00:00:00,7524,Kerosene,938,1,Home Performance,Mobile,Building Shell,756,23,617
2022-04-30T00:00:00,390629,Bronx,Bronx,10460,NA,Consolidated Edison,2019-10-10T00:00:00,4951,Oil,"2,016",1,Home Performance,Single Family,Building Shell,510,26,555
2021-09-30T00:00:00,389035,Oneida,Rome,13440,National Grid,National Grid,2019-03-28T00:00:00,4998,Natural Gas,840,1,Home Performance,Single Family,Building Shell,1652,32,525
2022-04-30T00:00:00,408098,Erie,Hamburg,14075,NA,National Grid,2019-09-23T00:00:00,2121,Propane,938,1,Home Performance,Mobile,Building Shell,301,5,139
2021-09-30T00:00:00,366354,Herkimer,Frankfort,13340,NA,National Grid,2019-03-11T00:00:00,7133,Oil,"1,800",1,Home Performance,Single Family,Building Shell,536,45,1074
2021-09-30T00:00:00,389226,Nassau,Lynbrook,11563,NA,Municipal,2019-02-28T00:00:00,6507,Oil,"1,100",1,Home Performance,Single Family,Building Shell,440,30,689
2021-09-30T00:00:00,377134,Oneida,Utica,13502,NA,National Grid,2019-02-28T00:00:00,5806,Kerosene,924,1,Home Performance,Mobile,Building Shell,510,12,359
2022-04-30T00:00:00,391890,Kings,Brooklyn,11234,National Grid,Consolidated Edison,2019-08-26T00:00:00,2186,Natural Gas,"1,152",1,Home Performance,Single Family,Building Shell,991,5,263
2022-04-30T00:00:00,417113,Oneida,Boonville,13309,NA,National Grid,2019-08-22T00:00:00,8628,Propane,896,1,Home Performance,Mobile,Building Shell,705,30,775
2022-04-30T00:00:00,396819,Orleans,Holley,14470,NA,National Grid,2019-08-20T00:00:00,6473,Propane,"2,141",1,Home Performance,Single Family,Building Shell,0,22,533
2022-04-30T00:00:00,410494,Albany,Latham,12110,National Grid,National Grid,2019-08-20T00:00:00,7387,Natural Gas,950,1,Home Performance,Single Family,Building Shell,926,45,465
2022-04-30T00:00:00,410717,Oneida,Verona,13478,NA,National Grid,2019-08-20T00:00:00,5980,Kerosene,"1,022",1,Home Performance,Mobile,Building Shell,426,10,265
2021-09-30T00:00:00,355042,Albany,Selkirk,12158,NA,National Grid,2019-02-04T00:00:00,6884,Oil,840,1,Home Performance,Mobile,Building Shell,0,27,660
2022-04-30T00:00:00,407999,Herkimer,Cold Brook,13324,NA,National Grid,2019-08-09T00:00:00,4971,Oil,"2,438",1,Home Performance,Single Family,Building Shell,0,16,289
2021-09-30T00:00:00,373047,Montgomery,Fort Plain,13339,NA,National Grid,2019-01-24T00:00:00,963,Oil,"1,180",1,Home Performance,Mobile,Building Shell,494,5,175
2021-09-30T00:00:00,375223,Wayne,Williamson,14589,NA,Rochester Gas & Electric,2019-01-07T00:00:00,8568,Other,"1,574",1,Home Performance,Single Family,Building Shell,0,57,1527
2022-04-30T00:00:00,422033,Bronx,The Bronx,10468,Consolidated Edison,Consolidated Edison,2019-08-05T00:00:00,513,Natural Gas,"1,530",1,Electric Reduction,Single Family,Building Shell,368,0,86
2022-04-30T00:00:00,420311,Oswego,Oswego,13126,National Grid,National Grid,2019-09-25T00:00:00,7177,Natural Gas,"2,026",1,Home Performance,Single Family,Building Shell,0,38,310
2022-04-30T00:00:00,422225,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-23T00:00:00,4946,Natural Gas,"1,170",1,Home Performance,Single Family,Building Shell,0,50,420
2022-04-30T00:00:00,399258,Albany,Albany,12206,National Grid,National Grid,2019-07-26T00:00:00,10442,Natural Gas,"2,600",1,Home Performance,Single Family,Building Shell,494,172,1472
2022-04-30T00:00:00,420258,Queens,Queens,11422,National Grid,Consolidated Edison,2019-09-16T00:00:00,10601,Natural Gas,"1,512",1,Home Performance,Single Family,Building Shell,807,70,971
2022-04-30T00:00:00,372951,Broome,Binghamton,13905,New York State Electric & Gas,New York State Electric & Gas,2019-01-03T00:00:00,5961,Natural Gas,"1,496",1,Home Performance,Single Family,Building Shell,0,52,549
2022-04-30T00:00:00,319603,Steuben,Hornell,14843,National Fuel Gas Distribution,Municipal,2018-09-20T00:00:00,7716,Natural Gas,"2,316",1,Home Performance,Single Family,Building Shell,1197,82,904
2022-04-30T00:00:00,338459,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,2018-03-20T00:00:00,5000,Natural Gas,"1,100",1,Home Performance,Single Family,Building Shell,343,51,539
2022-04-30T00:00:00,401715,Oneida,Rome,13440,National Grid,National Grid,2019-09-23T00:00:00,4700,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,24,201
2022-04-30T00:00:00,420507,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2019-08-05T00:00:00,3276,Natural Gas,"1,080",1,Home Performance,Single Family,Building Shell,107,47,360
2022-04-30T00:00:00,370933,Monroe,Rochester,14624,NA,Rochester Gas & Electric,2018-12-03T00:00:00,3618,Oil,Report SF less than 800,1,Home Performance,Single Family,Building Shell,410,21,428
2022-04-30T00:00:00,323377,Niagara,Niagara Falls,14305,National Fuel Gas Distribution,National Grid,2018-07-23T00:00:00,4169,Natural Gas,"1,200",1,Home Performance,Single Family,Building Shell,443,44,484
2022-04-30T00:00:00,415912,Queens,Queens,11433,National Grid,Consolidated Edison,2019-10-24T00:00:00,2930,Natural Gas,"1,600",1,Home Performance,Single Family,Building Shell,510,15,286
2022-04-30T00:00:00,390073,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2019-02-05T00:00:00,475,Natural Gas,"1,200",1,Electric Reduction,Single Family,Building Shell,494,1,98
2022-04-30T00:00:00,362456,Warren,Stony Creek,12878,NA,National Grid,2018-09-24T00:00:00,4071,Propane,"1,296",1,Home Performance,Single Family,Building Shell,0,16,375
2022-04-30T00:00:00,419997,Fulton,Dolgeville,13329,NA,National Grid,2019-09-11T00:00:00,14070,Wood,Report SF less than 800,1,Home Performance,Mobile,Building Shell,73,48,1198
2022-04-30T00:00:00,356860,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2018-06-18T00:00:00,2268,Natural Gas,"2,028",1,Home Performance,Single Family,Building Shell,477,16,207
2022-04-30T00:00:00,438106,Kings,Brooklyn,11216,National Grid,Consolidated Edison,2019-12-06T00:00:00,4465,Natural Gas,"2,451",1,Home Performance,Single Family,Building Shell,510,49,672
2022-04-30T00:00:00,338633,Queens,Queens,11354,Consolidated Edison,Consolidated Edison,2018-01-19T00:00:00,567,Natural Gas,800,1,Electric Reduction,Single Family,Building Shell,637,1,126
2022-04-30T00:00:00,340667,Oneida,Utica,13501,National Grid,National Grid,2018-06-14T00:00:00,4738,Natural Gas,"2,262",1,Home Performance,Single Family,Building Shell,54,36,335
2022-04-30T00:00:00,389995,Rockland,Nanuet,10954,Orange & Rockland,Orange & Rockland,2019-06-17T00:00:00,4433,Natural Gas,"1,680",1,Home Performance,Single Family,Building Shell,477,20,267
2022-04-30T00:00:00,416721,Otsego,Oneonta,13820,NA,New York State Electric & Gas,2019-10-17T00:00:00,7179,Kerosene,882,1,Home Performance,Mobile,Building Shell,1277,41,1311
2022-04-30T00:00:00,355939,Herkimer,Ilion,13357,National Grid,National Grid,2018-08-09T00:00:00,7069,Natural Gas,943,1,Home Performance,Mobile,Building Shell,443,63,633
2022-04-30T00:00:00,371588,Fulton,St Johnsville,13452,NA,National Grid,2019-02-15T00:00:00,9316,Kerosene,"1,219",1,Home Performance,Mobile,Building Shell,393,31,753
2022-04-30T00:00:00,392190,Bronx,Bronx,10458,National Grid,Consolidated Edison,2019-02-05T00:00:00,556,Natural Gas,"1,034",1,Electric Reduction,Single Family,Building Shell,460,1,96
2022-04-30T00:00:00,410050,Oneida,Verona,13478,NA,National Grid,2019-07-11T00:00:00,5127,Pellets,"1,332",1,Home Performance,Mobile,Building Shell,410,24,413
2021-09-30T00:00:00,389307,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2019-04-04T00:00:00,3882,Natural Gas,"1,632",1,Home Performance,Single Family,Building Shell,950,11,319
2021-09-30T00:00:00,350709,Cattaraugus,Olean,14760,New York State Electric & Gas,National Grid,2018-07-23T00:00:00,3972,Natural Gas,"1,566",1,Home Performance,Single Family,Building Shell,510,39,418
2021-09-30T00:00:00,404787,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2019-05-28T00:00:00,7478,Natural Gas,"1,622",1,Home Performance,Mobile,Building Shell,510,61,499
2021-09-30T00:00:00,401009,Kings,Brooklyn,11219,National Grid,Consolidated Edison,2019-05-21T00:00:00,489,Natural Gas,"1,100",1,Electric Reduction,Single Family,Building Shell,679,1,164
2021-09-30T00:00:00,396045,Ontario,Farmington,14425,NA,Rochester Gas & Electric,2019-06-13T00:00:00,3633,Oil,"1,588",1,Home Performance,Single Family,Building Shell,443,36,743
2021-09-30T00:00:00,345842,Broome,Vestal,13850,New York State Electric & Gas,New York State Electric & Gas,2018-04-17T00:00:00,6889,Oil,"2,132",1,Home Performance,Single Family,Building Shell,0,54,1240
2021-09-30T00:00:00,322782,Ontario,Farmington,14425,NA,Rochester Gas & Electric,2018-11-21T00:00:00,4327,Propane,Report SF less than 800,1,Home Performance,Mobile,Building Shell,410,24,278
2021-09-30T00:00:00,360565,Ontario,Manchester,14504,New York State Electric & Gas,Rochester Gas & Electric,2018-10-29T00:00:00,6707,Natural Gas,"1,446",1,Home Performance,Mobile,Building Shell,510,45,530
2021-09-30T00:00:00,369398,Erie,Buffalo,14214,National Fuel Gas Distribution,National Grid,2018-09-06T00:00:00,1143,Natural Gas,"2,070",1,Home Performance,Single Family,Building Shell,368,10,146
2021-09-30T00:00:00,376164,Oneida,Lee Center,13363,NA,National Grid,2018-11-06T00:00:00,7016,Kerosene,"1,064",1,Home Performance,Mobile,Building Shell,510,29,656
2021-09-30T00:00:00,357045,Erie,Buffalo,14224,National Fuel Gas Distribution,New York State Electric & Gas,2018-05-29T00:00:00,3099,Natural Gas,"1,130",1,Home Performance,Mobile,Building Shell,443,17,209
2021-09-30T00:00:00,338301,Ulster,Saugerties,12477,NA,Central Hudson Gas & Electric,2018-03-02T00:00:00,2005,Oil,"1,132",1,Home Performance,Single Family,Building Shell,510,5,195
2021-09-30T00:00:00,328499,Monroe,Rochester,14608,Rochester Gas & Electric,Rochester Gas & Electric,2018-01-09T00:00:00,4198,Natural Gas,"2,875",1,Home Performance,Single Family,Building Shell,510,49,541
2021-09-30T00:00:00,393913,Onondaga,Camillus,13031,National Grid,National Grid,2019-04-01T00:00:00,6977,Natural Gas,"1,703",1,Home Performance,Single Family,Building Shell,0,89,814
2021-09-30T00:00:00,320310,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2018-08-09T00:00:00,5923,Natural Gas,"1,313",1,Home Performance,Single Family,Building Shell,1625,47,638
2021-09-30T00:00:00,347146,Oneida,Whitesboro,13492,NA,National Grid,2019-02-28T00:00:00,11560,Kerosene,Report SF less than 800,1,Home Performance,Mobile,Building Shell,393,34,1113
2021-09-30T00:00:00,383698,Oneida,Utica,13502,NA,National Grid,2018-12-10T00:00:00,7197,Kerosene,"1,056",1,Home Performance,Mobile,Building Shell,510,29,664
2021-09-30T00:00:00,323479,Orleans,Kent,14477,NA,National Grid,2018-12-03T00:00:00,7473,Oil,"2,084",1,Home Performance,Single Family,Building Shell,410,35,893
2022-04-30T00:00:00,395987,Erie,Lawtons,14091,NA,National Grid,2019-06-21T00:00:00,3438,Wood,"1,250",1,Home Performance,Single Family,Building Shell,54,24,212
2022-04-30T00:00:00,393281,Onondaga,Tully,13159,National Grid,National Grid,2019-06-17T00:00:00,8987,Natural Gas,"1,800",1,Home Performance,Single Family,Building Shell,557,32,324
2022-04-30T00:00:00,412736,Monroe,Churchville,14428,NA,National Grid,2019-06-13T00:00:00,6012,Oil,980,1,Home Performance,Mobile,Building Shell,301,24,538
2021-09-30T00:00:00,380385,Kings,Brooklyn,11219,National Grid,Consolidated Edison,2018-11-21T00:00:00,337,Natural Gas,"1,560",1,Electric Reduction,Single Family,Building Shell,343,1,79
2022-04-30T00:00:00,404534,Herkimer,Ilion,13357,NA,Municipal,2019-05-15T00:00:00,2892,Oil,"2,160",1,Home Performance,Single Family,Building Shell,0,27,472
2021-09-30T00:00:00,371605,Wayne,Wolcott,14590,NA,Rochester Gas & Electric,2018-09-13T00:00:00,6079,Wood,980,1,Home Performance,Mobile,Building Shell,810,31,559
2021-09-30T00:00:00,344442,Otsego,Unadilla,13849,NA,Municipal,2018-09-13T00:00:00,7180,Kerosene,910,1,Home Performance,Mobile,Building Shell,0,22,405
2021-09-30T00:00:00,363615,Erie,Lawtons,14091,NA,National Grid,2018-09-13T00:00:00,913,Propane,910,1,Home Performance,Mobile,Building Shell,259,4,152
2021-09-30T00:00:00,347066,Oneida,Camden,13316,NA,National Grid,2018-08-09T00:00:00,3066,Oil,"1,392",1,Home Performance,Single Family,Building Shell,0,28,536
2021-09-30T00:00:00,361767,Broome,Port Crane,13833,NA,New York State Electric & Gas,2018-08-02T00:00:00,4454,Oil,"1,176",1,Home Performance,Single Family,Building Shell,0,23,549
2022-04-30T00:00:00,390210,Oneida,Rome,13440,NA,National Grid,2019-02-21T00:00:00,3869,Oil,"1,029",1,Home Performance,Single Family,Building Shell,494,23,559
2022-04-30T00:00:00,384384,Onondaga,Lafayette,13084,NA,National Grid,2019-02-18T00:00:00,5564,Propane,840,1,Home Performance,Mobile,Building Shell,0,19,546
2021-09-30T00:00:00,340575,Westchester,Yonkers,10705,NA,Consolidated Edison,2018-07-16T00:00:00,4094,Oil,"2,800",1,Home Performance,Single Family,Building Shell,477,21,370
2022-04-30T00:00:00,385514,Oswego,Oswego,13126,NA,National Grid,2019-02-04T00:00:00,7313,Other,"1,260",1,Home Performance,Single Family,Building Shell,301,20,570
2022-04-30T00:00:00,368971,Oneida,Bridgewater,13313,NA,New York State Electric & Gas,2019-01-07T00:00:00,5991,Wood,"1,440",1,Home Performance,Single Family,Building Shell,0,39,410
2022-04-30T00:00:00,328598,Oneida,Rome,13440,NA,National Grid,2019-01-02T00:00:00,6942,Propane,"1,456",1,Home Performance,Mobile,Building Shell,443,16,611
2022-04-30T00:00:00,358523,Oneida,Rome,13440,National Grid,National Grid,2018-12-10T00:00:00,7669,Natural Gas,"1,802",1,Home Performance,Single Family,Building Shell,0,66,599
2022-04-30T00:00:00,357138,Genesee,Batavia,14020,NA,National Grid,2018-12-03T00:00:00,3582,Oil,"2,480",1,Home Performance,Single Family,Building Shell,0,20,547
2022-04-30T00:00:00,344318,Warren,Warrensburg,12885,NA,National Grid,2018-11-29T00:00:00,6266,Kerosene,858,1,Home Performance,Mobile,Building Shell,572,21,529
2022-04-30T00:00:00,349677,Chenango,Greene,13778,NA,New York State Electric & Gas,2018-11-21T00:00:00,3284,Oil,"1,225",1,Home Performance,Single Family,Building Shell,343,23,501
2022-04-30T00:00:00,372674,Lewis,Lyons Falls,13368,NA,National Grid,2018-11-09T00:00:00,8579,Oil,"2,028",1,Home Performance,Single Family,Building Shell,0,26,448
2022-04-30T00:00:00,361992,Herkimer,Mohawk,13407,NA,National Grid,2018-10-25T00:00:00,1234,Kerosene,"1,248",1,Home Performance,Mobile,Building Shell,626,2,176
2022-04-30T00:00:00,351996,Tioga,Waverly,14892,NA,Municipal,2018-10-21T00:00:00,4435,Oil,980,1,Home Performance,Mobile,Building Shell,0,27,483
2022-04-30T00:00:00,341885,Steuben,Savona,14879,NA,New York State Electric & Gas,2018-09-17T00:00:00,2841,Propane,910,1,Home Performance,Mobile,Building Shell,925,15,414
2021-09-30T00:00:00,396960,Herkimer,Mohawk,13407,NA,Municipal,2019-05-06T00:00:00,7090,Natural Gas,"1,502",1,Home Performance,Single Family,Building Shell,0,40,333
2022-04-30T00:00:00,346741,Oneida,Rome,13440,NA,National Grid,2018-09-13T00:00:00,6176,Kerosene,"1,050",1,Home Performance,Mobile,Building Shell,0,20,467
2022-04-30T00:00:00,324326,Niagara,Ransomville,14131,NA,National Grid,2018-08-24T00:00:00,6471,Propane,"1,535",1,Home Performance,Single Family,Building Shell,616,43,1205
2021-09-30T00:00:00,358870,Bronx,Bronx,10469,Consolidated Edison,Consolidated Edison,2018-07-23T00:00:00,6756,Natural Gas,"2,187",1,Home Performance,Single Family,Building Shell,510,56,1045
2021-09-30T00:00:00,370235,Broome,Harpursville,13787,NA,New York State Electric & Gas,2018-11-15T00:00:00,4770,Oil,"1,476",1,Home Performance,Single Family,Building Shell,443,37,766
2021-09-30T00:00:00,381965,Erie,Buffalo,14225,National Fuel Gas Distribution,New York State Electric & Gas,2019-05-02T00:00:00,5086,Natural Gas,"1,460",1,Home Performance,Single Family,Building Shell,368,31,332
2021-09-30T00:00:00,378851,Oswego,Oswego,13126,NA,National Grid,2019-04-18T00:00:00,8785,Propane,"1,985",1,Home Performance,Single Family,Building Shell,0,39,981
2021-09-30T00:00:00,370940,Monroe,Rochester,14617,Rochester Gas & Electric,Rochester Gas & Electric,2018-11-12T00:00:00,6370,Natural Gas,"1,720",1,Home Performance,Single Family,Building Shell,510,36,409
2021-09-30T00:00:00,372698,Oneida,Oriskany,13424,National Grid,National Grid,2018-11-06T00:00:00,2824,Natural Gas,"1,520",1,Home Performance,Single Family,Building Shell,494,17,228
2021-09-30T00:00:00,396526,Queens,Queens,11429,National Grid,Consolidated Edison,2019-05-14T00:00:00,7813,Natural Gas,"2,220",1,Home Performance,Single Family,Building Shell,890,48,745
2021-09-30T00:00:00,351384,Nassau,Levittown,11756,NA,Long Island Power Authority,2018-05-22T00:00:00,4371,Oil,"2,012",1,Home Performance,Single Family,Building Shell,2110,17,773
2021-09-30T00:00:00,395663,Kings,Brooklyn,11233,National Grid,Consolidated Edison,2019-03-11T00:00:00,434,Natural Gas,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,410,2,95
